W_Account.5000,W_User.17,Social Media,4230000,3 Michigan Drive,Phoenix,AZ,85015,USA,Apparel,Zooxo,248,Private,1-(623)318-3547,Cool,Small Business,1997
W_Account.5001,W_User.5,Social Media,4228000,791 Forest Trail,Oxnard,CA,93034,USA,Recreation,Jabbertype,561,Private,1-(805)525-7490,Warm,Small Business,1938
W_Account.5002,W_User.16,Cold Call,4150000,17 Old Gate Center,Atlanta,GA,30340,USA,Banking,Devpoint,241,Private,1-(678)793-5194,Hot,Small Business,1915
W_Account.5003,W_User.5,Data.com,3495000,85111 Dapin Parkway,Phoenix,AZ,85015,USA,Energy,Gabvine,179,Private,1-(623)968-5578,Warm,Small Business,2004
W_Account.5004,W_User.20,Website,3091000,2427 Mariners Cove Parkway,Miami,FL,33124,USA,Food & Beverage,Riffpedia,186,Private,1-(786)965-0340,Warm,Small Business,1934
W_Account.5005,W_User.8,Cold Call,2197000,722 Scoville Center,Denver,CO,80243,USA,Shipping,Latz,123,Private,1-(303)367-8434,Warm,Mid-Market,1904
W_Account.5006,W_User.5,Community,3665000,23 Westridge Hill,Herndon,VA,22070,USA,Insurance,Einti,282,Other,1-(757)517-7253,Warm,Small Business,1918
W_Account.5007,W_User.8,Community,3711000,9 Esker Center,Orlando,FL,32803,USA,Hospitality,Bubblemix,233,Private,1-(407)440-4815,Hot,Small Business,1888
W_Account.5008,W_User.17,Website,3393000,01917 5th Center,Boulder,CO,80305,USA,Hospitality,Snaptags,195,Public,1-(720)872-8109,Cool,Small Business,1927
W_Account.5009,W_User.17,Partner,2344000,9 Jenifer Street,Pittsburgh,PA,15235,USA,Chemicals,Eare,274,Private,1-(412)578-4894,Warm,Mid-Market,1930
W_Account.5010,W_User.15,Referral,2227000,22 Monica Place,Savannah,GA,31422,USA,Construction,Twinte,148,Subsidiary,1-(912)521-4782,Cool,Small Business,1900
W_Account.5011,W_User.3,Marketing Event,2745000,49 Muir Terrace,Huntington,WV,25775,USA,Technology,Meevee,238,Private,1-(304)422-2372,Cool,Mid-Market,1916
W_Account.5012,W_User.17,Partner,2727000,557 Sullivan Way,Tulsa,OK,74170,USA,Recreation,Oodoo,128,Subsidiary,1-(918)350-3166,Cool,Small Business,1939
W_Account.5013,W_User.7,Social Media,4050000,0 Forster Drive,Chicago,IL,60614,USA,Telecommunications,Thoughtmix,233,Private,1-(312)292-1360,Cool,Small Business,1910
W_Account.5014,W_User.6,Social Media,2183000,826 Shopko Trail,West Hartford,CT,06127,USA,Hospitality,Agivu,99,Public,1-(860)805-3529,Warm,Small Business,1897
W_Account.5015,W_User.6,Community,3115000,1 Huxley Avenue,Toledo,OH,43610,USA,Apparel,Photolist,162,Private,1-(419)845-7385,Warm,Small Business,1981
W_Account.5016,W_User.4,Referral,3195000,9977 Cascade Place,Charlotte,NC,28225,USA,Energy,Jazzy,231,Public,1-(704)554-8328,Warm,Small Business,1897
W_Account.5017,W_User.19,Data.com,2646000,05431 Cascade Center,Cincinnati,OH,45296,USA,Manufacturing,Mymm,177,Private,1-(513)209-7360,Cool,Mid-Market,1919
W_Account.5018,W_User.16,Marketing Event,3132000,0057 Mandrake Way,Ashburn,VA,22093,USA,Telecommunications,Brightdog,217,Other,1-(571)557-7009,Cool,Enterprise,1955
W_Account.5019,W_User.1,Social Media,2017000,319 2nd Court,Atlanta,GA,30301,USA,Other,Riffwire,130,Private,1-(770)118-9207,Warm,Small Business,2007
W_Account.5020,W_User.6,Partner,2756000,0894 Sloan Trail,Harrisburg,PA,17110,USA,Education,Podcat,194,Other,1-(717)556-9348,Warm,Small Business,1934
W_Account.5021,W_User.2,Inbound Call,2478000,218 Bashford Hill,Chicago,IL,60624,USA,Machinery,Rhynyx,164,Subsidiary,1-(312)754-4645,Warm,Mid-Market,2004
W_Account.5022,W_User.18,Referral,1287000,578 Cordelia Place,Atlanta,GA,31190,USA,Construction,Zoovu,129,Private,1-(404)633-9313,Hot,Small Business,1939
W_Account.5023,W_User.12,Partner,2750000,92902 Towne Alley,Pittsburgh,PA,15250,USA,Banking,Jaloo,173,Other,1-(412)947-0119,Hot,Small Business,1985
W_Account.5024,W_User.12,Inbound Call,1108000,88 Eagle Crest Pass,Boston,MA,02163,USA,Engineering,Edgeify,65,Private,1-(781)357-0622,Cool,Enterprise,1922
W_Account.5025,W_User.20,Referral,3501000,904 Nevada Terrace,Austin,TX,78789,USA,Shipping,Edgewire,197,Private,1-(512)103-2313,Cool,Small Business,2008
W_Account.5026,W_User.9,Social Media,2960000,974 Golf Avenue,Port Charlotte,FL,33954,USA,Shipping,Zoomzone,249,Private,1-(941)848-8520,Cool,Small Business,1984
W_Account.5027,W_User.6,Community,2505000,85810 Thierer Park,Albuquerque,NM,87121,USA,Financial Services,Photobean,161,Other,1-(505)242-8802,Cool,Mid-Market,1975
W_Account.5028,W_User.8,Community,2506000,5 5th Street,Tucson,AZ,85725,USA,Healthcare & Life Sciences,Jaxworks,178,Private,1-(520)534-1019,Cool,Mid-Market,1950
W_Account.5029,W_User.7,Partner,3032000,7034 Melvin Hill,Salem,OR,97312,USA,Communications,JumpXS,176,Subsidiary,1-(971)949-2733,Hot,Small Business,1882
W_Account.5030,W_User.7,Referral,1863000,5566 La Follette Lane,Pensacola,FL,32575,USA,Consulting,Topicstorm,81,Public,1-(850)517-7893,Hot,Small Business,1989
W_Account.5031,W_User.7,Partner,2477000,45082 New Castle Center,Sacramento,CA,95813,USA,Other,Mycat,167,Public,1-(916)544-4756,Hot,Small Business,1960
W_Account.5032,W_User.5,Referral,2309000,22 Garrison Circle,Springfield,MA,01105,USA,Manufacturing,Flashdog,146,Private,1-(413)413-1989,Cool,Small Business,2007
W_Account.5033,W_User.10,Social Media,3424000,19 Sloan Crossing,San Francisco,CA,94105,USA,Entertainment,Flipbug,166,Private,1-(650)556-1434,Warm,Small Business,1888
W_Account.5034,W_User.6,Marketing Event,2284000,532 Lillian Trail,Waterloo,IA,50706,USA,Electronics,Roomm,189,Private,1-(319)819-7371,Hot,Small Business,1952
W_Account.5035,W_User.5,Referral,2437000,1545 Rutledge Plaza,Saint Louis,MO,63121,USA,Engineering,Topiclounge,147,Public,1-(314)204-8551,Hot,Small Business,1994
W_Account.5036,W_User.18,Inbound Call,2441000,511 Mcguire Drive,Bakersfield,CA,93381,USA,Food & Beverage,Janyx,140,Private,1-(661)925-0393,Hot,Small Business,1927
W_Account.5037,W_User.15,Data.com,2841000,7 Michigan Avenue,Rochester,NY,14609,USA,Financial Services,Mynte,274,Subsidiary,1-(585)777-9503,Hot,Small Business,1887
W_Account.5038,W_User.6,Referral,3190000,21 Porter Trail,Huntington Beach,CA,92648,USA,Technology,Topicshots,222,Public,1-(714)107-4193,Warm,Small Business,1909
W_Account.5039,W_User.17,Data.com,3180000,81 Glendale Plaza,Terre Haute,IN,47812,USA,Recreation,Zoomdog,400,Public,1-(812)609-9570,Hot,Small Business,1938
W_Account.5040,W_User.18,Community,2284000,5705 Dawn Crossing,Atlanta,GA,31165,USA,Financial Services,Lazzy,149,Private,1-(404)440-9754,Hot,Small Business,1932
W_Account.5041,W_User.13,Website,1819000,112 Mendota Circle,Oklahoma City,OK,73197,USA,Transportation,InnoZ,98,Private,1-(405)667-9026,Cool,Mid-Market,1927
W_Account.5042,W_User.19,Partner,2981000,741 Warbler Avenue,Minneapolis,MN,55412,USA,Other,Tazzy,163,Private,1-(651)808-2329,Cool,Small Business,1910
W_Account.5043,W_User.18,Cold Call,4120000,24 Nobel Place,Frederick,MD,21705,USA,Engineering,Edgepulse,228,Other,1-(240)686-9099,Hot,Small Business,1951
W_Account.5044,W_User.20,Cold Call,1906000,372 Warbler Hill,Houston,TX,77065,USA,Electronics,Quimm,144,Public,1-(713)910-5762,Cool,Small Business,1932
W_Account.5045,W_User.17,Partner,2633000,3 Brentwood Alley,Inglewood,CA,90305,USA,Biotechnology,Ntag,147,Public,1-(323)582-7124,Hot,Small Business,2010
W_Account.5046,W_User.19,Community,2881000,06 Namekagon Road,Wichita,KS,67260,USA,Transportation,Jabbertype,158,Private,1-(316)944-3649,Hot,Small Business,1927
W_Account.5047,W_User.19,Cold Call,2374000,620 Wayridge Lane,Mansfield,OH,44905,USA,Other,Einti,193,Subsidiary,1-(419)222-3132,Cool,Enterprise,1889
W_Account.5048,W_User.12,Inbound Call,3064000,5 La Follette Park,Salt Lake City,UT,84140,USA,Retail,Innojam,165,Private,1-(801)704-7991,Warm,Mid-Market,1883
W_Account.5049,W_User.14,Partner,2896000,4 Sutherland Hill,Asheville,NC,28805,USA,Media,Meetz,306,Public,1-(828)936-1460,Cool,Small Business,1960
W_Account.5050,W_User.18,Website,3344000,700 Heath Avenue,Carson City,NV,89706,USA,Financial Services,Skipstorm,225,Other,1-(775)379-4236,Hot,Small Business,1937
W_Account.5051,W_User.10,Referral,3422000,61 Sunfield Trail,Dallas,TX,75226,USA,Banking,Linkbridge,216,Other,1-(214)887-4386,Cool,Mid-Market,1952
W_Account.5052,W_User.15,Marketing Event,3256000,854 2nd Hill,Tampa,FL,33680,USA,Manufacturing,Wikibox,145,Public,1-(813)114-4571,Hot,Small Business,1927
W_Account.5053,W_User.18,Inbound Call,3094000,20 Mallory Trail,Spokane,WA,99260,USA,Insurance,Riffpath,130,Public,1-(509)120-4452,Warm,Small Business,1988
W_Account.5054,W_User.10,Referral,1865000,246 Merry Court,Scottsdale,AZ,85271,USA,Manufacturing,Katz,111,Subsidiary,1-(480)902-9532,Hot,Mid-Market,1998
