W_Account.10000,W_User.4,Marketing Event,3109000,581 Ilene Park,Lexington,KY,40515,USA,Apparel,Oloo,159,Public,1-(859)261-0256,Cool,Small Business,1929
W_Account.10001,W_User.11,Website,2643000,28 Orin Plaza,Fort Worth,TX,76134,USA,Not For Profit,Meevee,203,Private,1-(817)600-2394,Hot,Small Business,1981
W_Account.10002,W_User.18,Cold Call,2177000,7 Esch Alley,New York City,NY,10045,USA,Apparel,Blogspan,181,Private,1-(212)567-9255,Hot,Enterprise,1927
W_Account.10003,W_User.3,Inbound Call,2033000,1446 Elka Street,Washington,DC,20370,USA,Hospitality,Einti,89,Subsidiary,1-(202)463-0580,Hot,Small Business,1902
W_Account.10004,W_User.5,Referral,2994000,14519 Straubel Circle,Reading,PA,19605,USA,Hospitality,Shufflebeat,154,Subsidiary,1-(610)148-7714,Cool,Mid-Market,2004
W_Account.10005,W_User.18,Community,2608000,9110 Reinke Junction,Terre Haute,IN,47812,USA,Environmental,Quinu,213,Private,1-(812)656-3243,Hot,Small Business,1993
W_Account.10006,W_User.8,Partner,3139000,85041 Texas Point,Homestead,FL,33034,USA,Machinery,Skimia,170,Private,1-(305)666-4149,Hot,Small Business,1930
W_Account.10007,W_User.13,Marketing Event,3474000,02 Center Lane,Allentown,PA,18105,USA,Transportation,Skinte,278,Private,1-(610)911-8592,Warm,Small Business,1917
W_Account.10008,W_User.5,Marketing Event,1868000,3 Spenser Avenue,San Jose,CA,95123,USA,Environmental,Katz,103,Private,1-(408)742-4199,Cool,Small Business,1947
W_Account.10009,W_User.2,Cold Call,2775000,8770 Quincy Park,Lubbock,TX,79452,USA,Hospitality,Browsebug,174,Public,1-(806)601-9845,Warm,Small Business,1995
W_Account.10010,W_User.9,Data.com,1869000,010 Village Place,Baltimore,MD,21203,USA,Transportation,Voolith,172,Subsidiary,1-(410)185-0902,Cool,Small Business,1905
W_Account.10011,W_User.2,Data.com,3231000,2538 Northfield Park,Youngstown,OH,44505,USA,Chemicals,Tekfly,315,Subsidiary,1-(330)661-3361,Warm,Mid-Market,1910
W_Account.10012,W_User.1,Social Media,2816000,33724 Larry Junction,Dallas,TX,75392,USA,Banking,Thoughtstorm,137,Private,1-(214)934-1655,Hot,Mid-Market,1963
W_Account.10013,W_User.8,Data.com,3687000,5 Pearson Point,Peoria,AZ,85383,USA,Telecommunications,Wikibox,234,Other,1-(602)384-1324,Hot,Small Business,1918
W_Account.10014,W_User.1,Social Media,3316000,3253 Muir Avenue,Topeka,KS,66606,USA,Food & Beverage,Zava,278,Public,1-(785)104-5154,Warm,Small Business,2002
W_Account.10015,W_User.2,Data.com,2386000,48573 Bluestem Junction,Birmingham,AL,35236,USA,Apparel,Trupe,212,Subsidiary,1-(205)651-3935,Cool,Small Business,1966
W_Account.10016,W_User.14,Inbound Call,2338000,435 Green Center,Miami,FL,33169,USA,Manufacturing,Skyba,131,Private,1-(954)384-0978,Cool,Enterprise,1973
W_Account.10017,W_User.15,Social Media,2287000,0 Michigan Parkway,San Diego,CA,92115,USA,Utilities,Talane,122,Private,1-(619)586-8587,Warm,Small Business,2000
W_Account.10018,W_User.12,Marketing Event,3179000,01 Carpenter Lane,Norfolk,VA,23504,USA,Utilities,Topicshots,296,Private,1-(757)171-9790,Cool,Small Business,1942
W_Account.10019,W_User.20,Data.com,2977000,90 Fairfield Street,Knoxville,TN,37995,USA,Construction,Jayo,156,Public,1-(865)333-8912,Cool,Enterprise,1955
W_Account.10020,W_User.16,Community,2632000,5425 Jana Junction,Phoenix,AZ,85030,USA,Consulting,Photobean,212,Subsidiary,1-(602)248-0908,Warm,Mid-Market,1986
W_Account.10021,W_User.8,Marketing Event,2887000,297 Esker Point,Fort Smith,AR,72916,USA,Insurance,Yodo,168,Private,1-(479)247-7686,Cool,Small Business,1988
W_Account.10022,W_User.7,Partner,3144000,42 Talmadge Court,Birmingham,AL,35279,USA,Shipping,Rhynyx,153,Private,1-(205)624-3009,Cool,Small Business,1992
W_Account.10023,W_User.1,Marketing Event,4240000,4326 Nelson Road,Huntington,WV,25711,USA,Hospitality,Podcat,284,Public,1-(304)977-8475,Hot,Small Business,2007
W_Account.10024,W_User.13,Website,2518000,8704 Stuart Pass,Young America,MN,55551,USA,Telecommunications,Jabbersphere,143,Private,1-(952)627-7822,Warm,Small Business,1979
W_Account.10025,W_User.6,Partner,3283000,8 Talisman Point,Oakland,CA,94605,USA,Banking,Roodel,321,Private,1-(510)175-4398,Hot,Small Business,1956
W_Account.10026,W_User.17,Referral,2340000,9 Luster Plaza,Cincinnati,OH,45213,USA,Hospitality,Blogtag,147,Private,1-(513)733-6992,Cool,Mid-Market,1993
W_Account.10027,W_User.19,Marketing Event,3397000,2 Wayridge Crossing,Boulder,CO,80310,USA,Energy,Thoughtsphere,314,Subsidiary,1-(303)908-9738,Warm,Small Business,1926
W_Account.10028,W_User.2,Partner,2796000,98 Reindahl Point,Pittsburgh,PA,15240,USA,Retail,Thoughtsphere,192,Public,1-(412)877-3847,Cool,Small Business,2000
W_Account.10029,W_User.2,Marketing Event,2761000,21 Hayes Point,El Paso,TX,88519,USA,Banking,Zoomlounge,147,Private,1-(915)285-7648,Cool,Mid-Market,2009
W_Account.10030,W_User.5,Data.com,2267000,733 Ryan Junction,Buffalo,NY,14269,USA,Technology,Demizz,115,Private,1-(716)898-9646,Warm,Small Business,1918
W_Account.10031,W_User.8,Partner,2981000,13 Thackeray Alley,Shawnee Mission,KS,66225,USA,Consulting,Kazio,194,Private,1-(913)531-1667,Hot,Small Business,1880
W_Account.10032,W_User.11,Social Media,3023000,4702 Sugar Center,El Paso,TX,79984,USA,Apparel,Yodo,122,Subsidiary,1-(915)935-6415,Warm,Small Business,1995
W_Account.10033,W_User.14,Marketing Event,2071000,300 Birchwood Crossing,Tucson,AZ,85748,USA,Utilities,Edgepulse,147,Public,1-(520)551-0355,Hot,Mid-Market,1966
W_Account.10034,W_User.17,Website,2990000,06 Sherman Hill,Cincinnati,OH,45243,USA,Telecommunications,Skyndu,318,Private,1-(513)552-9760,Hot,Small Business,1977
W_Account.10035,W_User.11,Community,2884000,613 Mitchell Hill,Chicago,IL,60614,USA,Financial Services,Demimbu,161,Public,1-(312)472-9151,Warm,Small Business,2004
W_Account.10036,W_User.17,Community,2860000,4543 Waxwing Junction,Richmond,VA,23208,USA,Shipping,Twiyo,233,Private,1-(804)415-5863,Cool,Mid-Market,1892
W_Account.10037,W_User.10,Referral,3362000,49 Westridge Plaza,Newark,DE,19714,USA,Insurance,Brainbox,228,Private,1-(302)229-5207,Warm,Small Business,1901
W_Account.10038,W_User.20,Referral,2451000,46 Loftsgordon Crossing,Houston,TX,77250,USA,Telecommunications,Feedspan,230,Private,1-(713)724-9917,Cool,Small Business,1938
W_Account.10039,W_User.11,Inbound Call,3231000,19236 Dovetail Avenue,Philadelphia,PA,19131,USA,Shipping,Buzzshare,337,Private,1-(215)382-1826,Hot,Mid-Market,1999
W_Account.10040,W_User.12,Cold Call,3125000,00 Elmside Lane,Memphis,TN,38181,USA,Environmental,Midel,183,Subsidiary,1-(901)699-0212,Warm,Small Business,1973
W_Account.10041,W_User.17,Referral,3382000,46281 Westend Pass,Boston,MA,02114,USA,Environmental,Realmix,278,Private,1-(857)632-5151,Cool,Small Business,1926
W_Account.10042,W_User.10,Data.com,2649000,887 Heath Way,Trenton,NJ,08638,USA,Machinery,Zoomlounge,246,Other,1-(609)530-9114,Hot,Mid-Market,1930
W_Account.10043,W_User.7,Data.com,3965000,99930 Meadow Ridge Hill,Los Angeles,CA,90101,USA,Energy,Photobean,262,Private,1-(213)217-6284,Cool,Small Business,2006
W_Account.10044,W_User.10,Social Media,3233000,20408 Express Hill,Apache Junction,AZ,85219,USA,Agriculture,Trupe,218,Public,1-(480)479-5197,Cool,Mid-Market,2000
