Chat,Chicago 3,Video Games,Medium,45,0.508809939,Violation,1620,Hardware Issue,50,Tier 4,45,36,25,720,60.26105874,5.288129983,FALSE,Closed,False,108,East Sales,W_User.15,16,W_Account.3111,1,2016-10-21,2017-02-06,Case_5000,true
Chat,Chicago 2,Video Games,Medium,45,0.438335738,Violation,585,Hardware Issue,50,Tier 4,45,13,25,260,60.09427121,4.469445886,FALSE,Closed,False,96,East Sales,W_User.15,16,W_Account.3112,1,2016-11-02,2017-02-06,Case_5001,true
Chat,Chicago 1,Video Games,Medium,46,0.56045318,Compliant,2430,Hardware Issue,50,Tier 4,45,54,25,1080,60.39158811,5.614026066,FALSE,Closed,True,48,East Sales,W_User.15,16,W_Account.3113,1,2016-12-20,2017-02-06,Case_5002,true
Chat,Boston 2,Video Games,Low,32,0.551365072,Violation,1935,Hardware Issue,50,Tier 4,45,43,25,860,60.31182016,5.430942764,FALSE,Closed,True,84,Central Sales,W_User.7,16,W_Account.3114,1,2016-11-14,2017-02-06,Case_5003,true
Chat,Boston 1,Video Games,Low,54,0.556204555,Compliant,4455,Mail Delivery Issue,50,Tier 4,45,99,25,1980,60.71791153,6.101212953,FALSE,Closed,True,24,East Sales,W_User.11,16,W_Account.3115,1,2017-01-13,2017-02-06,Case_5004,true
Chat,New York 4,Cables,High,47,0.406891237,Compliant,6600,Existing Problem,20,Tier 1,20,330,10,3300,61.19651922,6.511793459,FALSE,Closed,True,24,East Sales,W_User.13,16,W_Account.3116,1,2017-01-13,2017-02-06,Case_5005,true
Chat,New York 3,Cables,High,68,0.561302242,Violation,4980,Existing Problem,20,Tier 1,20,249,10,2490,60.90282814,6.285423072,FALSE,Closed,False,96,South Sales,W_User.18,16,W_Account.3117,1,2016-11-02,2017-02-06,Case_5006,true
Chat,New York 2,Cables,High,39,0.522533381,Compliant,7620,Documentation,20,Tier 1,20,381,10,3810,61.38143582,6.627298977,FALSE,Closed,True,36,Central Sales,W_User.10,16,W_Account.3118,1,2017-01-01,2017-02-06,Case_5007,true
Chat,New York 1,Cables,High,24,0.462257696,Compliant,6220,Existing Problem,20,Tier 1,20,311,10,3110,61.12762872,6.464130779,FALSE,Closed,True,24,West Sales,W_User.4,16,W_Account.3119,5,2017-01-13,2017-02-06,Case_5008,true
Chat,Chicago 3,Cables,Medium,33,0.43313651,Compliant,6380,Problem Resolved,20,Tier 1,20,319,10,3190,61.15663524,6.484544794,FALSE,Closed,True,36,Central Sales,W_User.9,16,W_Account.3119,5,2017-01-01,2017-02-06,Case_5009,true
