Case_25101,W_User.1,2016-11-19,Status,Waiting on Customer,Escalated
Case_25101,W_User.1,2016-12-01,Status,Escalated,Closed
Case_25102,W_User.11,2016-10-26,created,,
Case_25102,W_User.11,2016-10-26,Status,,New
Case_25102,W_User.11,2016-12-01,Status,New,Closed
Case_25103,W_User.15,2016-11-19,created,,
Case_25103,W_User.15,2016-11-19,Status,,New
Case_25103,W_User.15,2016-12-01,Status,New,Closed
Case_25104,W_User.9,2016-08-03,created,,
Case_25104,W_User.9,2016-08-03,Status,,New
Case_25104,W_User.9,2016-12-01,Status,New,Closed
Case_25105,W_User.13,2016-11-19,created,,
Case_25105,W_User.13,2016-11-19,Status,,New
Case_25105,W_User.13,2016-12-01,Status,New,Closed
Case_25106,W_User.13,2016-09-08,created,,
Case_25106,W_User.13,2016-09-08,Status,,New
Case_25106,W_User.13,2016-12-01,Status,New,Closed
Case_25107,W_User.6,2016-10-02,created,,
Case_25107,W_User.6,2016-10-02,Status,,New
Case_25107,W_User.6,2016-12-01,Status,New,Closed
Case_25108,W_User.13,2016-08-03,created,,
Case_25108,W_User.13,2016-08-03,Status,,New
Case_25108,W_User.13,2016-12-01,Status,New,Closed
Case_25109,W_User.7,2016-09-08,created,,
Case_25109,W_User.7,2016-09-08,Status,,New
Case_25109,W_User.7,2016-09-30,Status,New,Waiting on Customer
Case_25109,W_User.7,2016-10-22,Status,Waiting on Customer,Escalated
Case_25109,W_User.7,2016-11-08,Status,Escalated,Waiting on Customer
Case_25109,W_User.7,2016-12-01,Status,Waiting on Customer,Closed
Case_25110,W_User.10,2016-11-19,created,,
Case_25110,W_User.10,2016-11-19,Status,,New
Case_25110,W_User.10,2016-12-01,Status,New,Closed
Case_25111,W_User.7,2016-09-08,created,,
Case_25111,W_User.7,2016-09-08,Status,,New
Case_25111,W_User.7,2016-12-01,Status,New,Closed
Case_25112,W_User.9,2016-11-19,created,,
Case_25112,W_User.9,2016-11-19,Status,,New
Case_25112,W_User.9,2016-12-01,Status,New,Closed
Case_25113,W_User.4,2016-09-08,created,,
Case_25113,W_User.4,2016-09-08,Status,,New
Case_25113,W_User.4,2016-12-01,Status,New,Closed
Case_25114,W_User.12,2016-08-03,created,,
Case_25114,W_User.12,2016-08-03,Status,,New
Case_25114,W_User.12,2016-12-01,Status,New,Closed
Case_25115,W_User.6,2016-10-14,created,,
Case_25115,W_User.6,2016-10-14,Status,,New
Case_25115,W_User.6,2016-10-19,Status,New,On Hold
Case_25115,W_User.6,2016-11-12,Status,On Hold,Working
Case_25115,W_User.6,2016-11-27,Status,Working,Waiting on Customer
Case_25115,W_User.6,2016-12-01,Status,Waiting on Customer,Closed
Case_25116,W_User.13,2016-10-26,created,,
Case_25116,W_User.13,2016-10-26,Status,,New
Case_25116,W_User.13,2016-11-02,Status,New,Waiting on Customer
Case_25116,W_User.13,2016-11-28,Status,Waiting on Customer,Escalated
Case_25116,W_User.13,2016-12-01,Status,Escalated,Closed
Case_25117,W_User.15,2016-11-07,created,,
Case_25117,W_User.15,2016-11-07,Status,,New
Case_25117,W_User.15,2016-12-01,Status,New,Closed
Case_25118,W_User.14,2016-08-27,created,,
Case_25118,W_User.14,2016-08-27,Status,,New
Case_25118,W_User.14,2016-09-11,Status,New,Escalated
Case_25118,W_User.14,2016-09-22,Status,Escalated,Waiting on Customer
Case_25118,W_User.14,2016-10-15,Status,Waiting on Customer,Working
Case_25118,W_User.14,2016-11-12,Status,Working,On Hold
Case_25118,W_User.14,2016-12-01,Status,On Hold,Closed
Case_25119,W_User.1,2016-10-14,created,,
Case_25119,W_User.1,2016-10-14,Status,,New
Case_25119,W_User.1,2016-10-15,Status,New,On Hold
Case_25119,W_User.1,2016-10-26,Status,On Hold,Working
Case_25119,W_User.1,2016-11-25,Status,Working,On Hold
Case_25119,W_User.1,2016-12-01,Status,On Hold,Closed
Case_25120,W_User.18,2016-11-19,created,,
Case_25120,W_User.18,2016-11-19,Status,,New
Case_25120,W_User.18,2016-12-01,Status,New,Closed
Case_25121,W_User.13,2016-10-26,created,,
Case_25121,W_User.13,2016-10-26,Status,,New
Case_25121,W_User.13,2016-12-01,Status,New,Closed
Case_25122,W_User.8,2016-10-14,created,,
Case_25122,W_User.8,2016-10-14,Status,,New
Case_25122,W_User.8,2016-11-07,Status,New,Waiting on Customer
Case_25122,W_User.8,2016-11-14,Status,Waiting on Customer,Escalated
Case_25122,W_User.8,2016-12-01,Status,Escalated,Closed
Case_25123,W_User.10,2016-11-19,created,,
Case_25123,W_User.10,2016-11-19,Status,,New
Case_25123,W_User.10,2016-12-01,Status,New,Closed
Case_25124,W_User.6,2016-08-15,created,,
Case_25124,W_User.6,2016-08-15,Status,,New
Case_25124,W_User.6,2016-09-03,Status,New,Escalated
Case_25124,W_User.6,2016-09-13,Status,Escalated,On Hold
Case_25124,W_User.6,2016-09-22,Status,On Hold,Working
Case_25124,W_User.6,2016-10-17,Status,Working,Waiting on Customer
Case_25124,W_User.6,2016-10-17,Status,Waiting on Customer,Working
Case_25124,W_User.6,2016-10-25,Status,Working,Waiting on Customer
Case_25124,W_User.6,2016-10-30,Status,Waiting on Customer,Working
Case_25124,W_User.6,2016-11-02,Status,Working,Waiting on Customer
Case_25124,W_User.6,2016-11-04,Status,Waiting on Customer,On Hold
Case_25124,W_User.6,2016-11-30,Status,On Hold,Working
Case_25124,W_User.6,2016-12-01,Status,Working,Closed
Case_25125,W_User.6,2016-08-27,created,,
Case_25125,W_User.6,2016-08-27,Status,,New
Case_25125,W_User.6,2016-12-01,Status,New,Closed
Case_25126,W_User.13,2016-09-20,created,,
Case_25126,W_User.13,2016-09-20,Status,,New
Case_25126,W_User.13,2016-12-01,Status,New,Closed
Case_25127,W_User.15,2016-08-03,created,,
Case_25127,W_User.15,2016-08-03,Status,,New
Case_25127,W_User.15,2016-12-01,Status,New,Closed
Case_25128,W_User.6,2016-10-02,created,,
Case_25128,W_User.6,2016-10-02,Status,,New
Case_25128,W_User.6,2016-10-09,Status,New,On Hold
Case_25128,W_User.6,2016-11-01,Status,On Hold,Escalated
Case_25128,W_User.6,2016-11-04,Status,Escalated,On Hold
Case_25128,W_User.6,2016-11-24,Status,On Hold,Working
Case_25128,W_User.6,2016-12-01,Status,Working,Closed
Case_25129,W_User.9,2016-10-02,created,,
Case_25129,W_User.9,2016-10-02,Status,,New
Case_25129,W_User.9,2016-10-24,Status,New,Escalated
Case_25129,W_User.9,2016-11-01,Status,Escalated,On Hold
Case_25129,W_User.9,2016-11-23,Status,On Hold,Waiting on Customer
Case_25129,W_User.9,2016-12-01,Status,Waiting on Customer,Closed
Case_25130,W_User.15,2016-11-07,created,,
Case_25130,W_User.15,2016-11-07,Status,,New
Case_25130,W_User.15,2016-12-01,Status,New,Closed
Case_25131,W_User.10,2016-08-15,created,,
Case_25131,W_User.10,2016-08-15,Status,,New
Case_25131,W_User.10,2016-12-01,Status,New,Closed
Case_25132,W_User.7,2016-11-19,created,,
Case_25132,W_User.7,2016-11-19,Status,,New
Case_25132,W_User.7,2016-12-01,Status,New,Closed
Case_25133,W_User.9,2016-11-19,created,,
Case_25133,W_User.9,2016-11-19,Status,,New
Case_25133,W_User.9,2016-12-01,Status,New,Closed
Case_25134,W_User.13,2016-08-15,created,,
Case_25134,W_User.13,2016-08-15,Status,,New
Case_25134,W_User.13,2016-12-01,Status,New,Closed
Case_25135,W_User.18,2016-10-14,created,,
Case_25135,W_User.18,2016-10-14,Status,,New
Case_25135,W_User.18,2016-12-01,Status,New,Closed
Case_25136,W_User.8,2016-10-02,created,,
Case_25136,W_User.8,2016-10-02,Status,,New
Case_25136,W_User.8,2016-10-26,Status,New,Working
Case_25136,W_User.8,2016-11-16,Status,Working,On Hold
Case_25136,W_User.8,2016-12-01,Status,On Hold,Closed
Case_25137,W_User.4,2016-08-03,created,,
Case_25137,W_User.4,2016-08-03,Status,,New
Case_25137,W_User.4,2016-12-01,Status,New,Closed
Case_25138,W_User.7,2016-11-19,created,,
Case_25138,W_User.7,2016-11-19,Status,,New
Case_25138,W_User.7,2016-11-30,Status,New,On Hold
Case_25138,W_User.7,2016-12-01,Status,On Hold,Closed
Case_25139,W_User.20,2016-09-08,created,,
Case_25139,W_User.20,2016-09-08,Status,,New
Case_25139,W_User.20,2016-12-01,Status,New,Closed
Case_25140,W_User.10,2016-10-02,created,,
Case_25140,W_User.10,2016-10-02,Status,,New
Case_25140,W_User.10,2016-10-18,Status,New,On Hold
Case_25140,W_User.10,2016-11-09,Status,On Hold,Escalated
Case_25140,W_User.10,2016-11-26,Status,Escalated,On Hold
Case_25140,W_User.10,2016-12-01,Status,On Hold,Waiting on Customer
Case_25141,W_User.2,2016-08-15,created,,
Case_25141,W_User.2,2016-08-15,Status,,New
Case_25141,W_User.2,2016-12-01,Status,New,Closed
Case_25142,W_User.15,2016-10-14,created,,
Case_25142,W_User.15,2016-10-14,Status,,New
Case_25142,W_User.15,2016-12-01,Status,New,Closed
Case_25143,W_User.7,2016-10-02,created,,
Case_25143,W_User.7,2016-10-02,Status,,New
Case_25143,W_User.7,2016-10-12,Status,New,Escalated
Case_25143,W_User.7,2016-11-02,Status,Escalated,On Hold
Case_25143,W_User.7,2016-11-26,Status,On Hold,Waiting on Customer
Case_25143,W_User.7,2016-11-27,Status,Waiting on Customer,Working
Case_25143,W_User.7,2016-12-01,Status,Working,Closed
Case_25144,W_User.20,2016-08-15,created,,
Case_25144,W_User.20,2016-08-15,Status,,New
Case_25144,W_User.20,2016-09-01,Status,New,Escalated
Case_25144,W_User.20,2016-10-01,Status,Escalated,On Hold
