Phone,Chicago 3,Cables,Medium,51,0.502533381,Compliant,17195,Mail Delivery Issue,20,Tier 1,19,905,10,8145,62.95322698,7.237974738,FALSE,Closed,True,48,East Sales,W_User.12,65,W_Account.12290,1,2016-11-01,2016-12-19,Case_20000,true
Phone,Chicago 2,Cables,Medium,46,0.432217413,Violation,13604,Mail Delivery Issue,20,Tier 1,19,716,10,6444,62.33647571,7.049690438,FALSE,Closed,False,60,East Sales,W_User.12,65,W_Account.12291,1,2016-10-20,2016-12-19,Case_20001,true
Phone,Chicago 1,Cables,Medium,54,0.541402771,Violation,20140,Mail Delivery Issue,20,Tier 1,19,1060,10,9540,63.45902828,7.365040333,FALSE,Closed,False,120,East Sales,W_User.12,65,W_Account.12292,2,2016-08-21,2016-12-19,Case_20002,true
Phone,Boston 2,Cables,Low,32,0.52,Compliant,18639,Hardware Issue,20,Tier 1,19,981,10,8829,63.20123278,7.302787838,FALSE,Closed,False,24,Central Sales,W_User.9,65,W_Account.12292,2,2016-11-25,2016-12-19,Case_20003,true
Phone,Boston 1,Cables,Low,46,0.599968636,Violation,24567,Mail Delivery Issue,20,Tier 1,19,1293,10,11637,64.21936186,7.524744113,FALSE,Closed,True,96,East Sales,W_User.12,65,W_Account.12293,3,2016-09-14,2016-12-19,Case_20004,true
Phone,New York 4,Cameras,High,47,0.419708334,Violation,144210,Mail Delivery Issue,300,Tier 1,285,506,150,68310,84.76794779,8.947289591,FALSE,Closed,False,72,East Sales,W_User.15,65,W_Account.12293,3,2016-10-08,2016-12-19,Case_20005,true
Phone,New York 3,Cameras,High,68,0.486065196,Compliant,119700,Hardware Issue,300,Tier 1,285,420,150,56700,80.55837563,8.797563858,FALSE,Closed,True,36,South Sales,W_User.17,65,W_Account.12293,3,2016-11-13,2016-12-19,Case_20006,true
Phone,New York 2,Cameras,High,60,0.528809939,Violation,194655,Mail Delivery Issue,300,Tier 1,285,683,150,92205,93.43183466,9.188383577,FALSE,Closed,True,84,East Sales,W_User.14,65,W_Account.12294,1,2016-09-26,2016-12-19,Case_20007,true
Phone,New York 1,Cameras,High,22,0.544093541,Compliant,148200,Hardware Issue,300,Tier 1,285,520,150,70200,85.45322698,8.969225886,FALSE,Closed,False,48,West Sales,W_User.5,65,W_Account.12295,1,2016-11-01,2016-12-19,Case_20008,true
Phone,Chicago 3,Cameras,Medium,54,0.521402771,Violation,117420,Software Issue,300,Tier 1,285,412,150,55620,80.16678753,8.782106485,FALSE,Closed,False,84,East Sales,W_User.14,65,W_Account.12296,4,2016-09-26,2016-12-19,Case_20009,true
Phone,Chicago 2,Cameras,Medium,43,0.456776101,Violation,139935,Mail Delivery Issue,300,Tier 1,285,491,150,66285,84.03372009,8.923102451,FALSE,Closed,True,60,Central Sales,W_User.10,65,W_Account.12296,4,2016-10-20,2016-12-19,Case_20010,true
Phone,Chicago 1,Cameras,Medium,55,0.50373528,Compliant,126255,Hardware Issue,300,Tier 1,285,443,150,59805,81.68419144,8.840416297,FALSE,Closed,False,12,East Sales,W_User.11,65,W_Account.12296,4,2016-12-07,2016-12-19,Case_20011,true
Phone,Boston 2,Cameras,Low,48,0.5262572,Compliant,124830,Software Issue,300,Tier 1,285,438,150,59130,81.43944888,8.831292946,FALSE,Closed,False,24,East Sales,W_User.14,65,W_Account.12296,4,2016-11-25,2016-12-19,Case_20012,true
Phone,Boston 1,Cameras,Low,45,0.606317382,Compliant,124545,Mail Delivery Issue,300,Tier 1,285,437,150,58995,81.39050036,8.829455782,FALSE,Closed,False,36,East Sales,W_User.15,65,W_Account.12297,3,2016-11-13,2016-12-19,Case_20013,true
Phone,New York 4,Cell Phones,High,56,0.426065196,Violation,72010,Mail Delivery Issue,200,Tier 1,190,379,100,34110,72.36765772,8.389106889,FALSE,Closed,False,96,East Sales,W_User.11,65,W_Account.12297,3,2016-09-14,2016-12-19,Case_20014,true
Phone,New York 3,Cell Phones,High,55,0.498697758,Violation,69730,Mail Delivery Issue,200,Tier 1,190,367,100,33030,71.97606962,8.363246472,FALSE,Closed,True,96,East Sales,W_User.13,65,W_Account.12297,3,2016-09-14,2016-12-19,Case_20015,true
Phone,New York 2,Cell Phones,High,60,0.547727207,Violation,85690,Software Issue,200,Tier 1,190,451,100,40590,74.71718637,8.528905541,FALSE,Closed,True,60,East Sales,W_User.12,65,W_Account.12298,1,2016-10-20,2016-12-19,Case_20016,true
